IdentificacaoMateria,DadosBasicosMateria,Classificacoes,Assunto,AtualizacoesRecentes
"{'CodigoMateria': '152486', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00745', 'AnoMateria': '2022', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 745/2022', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8233171'}","{'EmentaMateria': 'Altera a Lei nº 13.812, de 16 de março de 2019, que institui a Política Nacional de Busca de Pessoas Desaparecidas, cria o Cadastro Nacional de Pessoas Desaparecidas e altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para dispor sobre o uso de aplicações de reconhecimento facial.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  DIRETRIZ ,  POLITICA NACIONAL ,  BUSCA ,  LOCALIZAÇÃO ,  PESSOAS ,  DESAPARECIMENTO ,  DESENVOLVIMENTO ,  UTILIZAÇÃO ,  SISTEMA ,  RECONHECIMENTO ,  IDENTIFICAÇÃO ,  INTELIGENCIA ARTIFICIAL ,  COMPOSIÇÃO ,  CADASTRO ,  BANCO DE DADOS .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2022-03-29', 'DataLeitura': '2022-03-29'}","{'Classificacao': {'CodigoClasse': '33809619', 'DescricaoClasse': 'Segurança Pública', 'DescricaoClasseHierarquica': 'Soberania, Defesa Nacional e Ordem Pública / Defesa do Estado e das Instituições Democráticas / Segurança Pública'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-20 15:12:47'}}"
"{'CodigoMateria': '152533', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00777', 'AnoMateria': '2022', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 777/2022', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8234705'}","{'EmentaMateria': 'Altera o art. 287 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para prever que a apologia de crime ou criminoso pode ser perpetrada por meio da internet, inclusive redes sociais.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  DEFINIÇÃO ,  TIPICIDADE ,  APOLOGIA ,  CRIME ,  UTILIZAÇÃO ,  INTERNET ,  MIDIA SOCIAL .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2022-03-30', 'DataLeitura': '2022-03-30'}","{'Classificacao': {'CodigoClasse': '33805617', 'DescricaoClasse': 'Direito Penal e Penitenciário', 'DescricaoClasseHierarquica': 'Jurídico / Direito Penal e Penitenciário'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-25 12:45:02'}}"
"{'CodigoMateria': '152536', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00780', 'AnoMateria': '2022', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 780/2022', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8234818'}","{'EmentaMateria': 'Altera a Lei nº 10.925, de 23 de julho de 2004, para reduzir a zero as alíquotas da Contribuição para o Financiamento da Seguridade Social (COFINS) e da Contribuição para o PIS/PASEP incidentes sobre as receitas provenientes da venda de plásticos biodegradáveis e concede crédito presumido de Cofins, PIS/Pasep e Imposto sobre produtos Industrializados (IPI) sobre as operações de aquisição de plásticos biodegradáveis.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  REDUÇÃO ,  ALIQUOTA ,  CONTRIBUIÇÃO PARA FINANCIAMENTO DA SEGURIDADE SOCIAL (COFINS) ,  PROGRAMA DE INTEGRAÇÃO SOCIAL E PROGRAMA DE FORMAÇÃO DO PATRIMONIO DO SERVIDOR PUBLICO (PIS-PASEP) ,  CONCESSÃO ,  CREDITO PRESUMIDO ,  IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS (IPI) ,  RECEITA ,  VENDA ,  PRODUTO BIODEGRADAVEL ,  MATERIAL PLASTICO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2022-03-30', 'DataLeitura': '2022-03-30'}","{'Classificacao': [{'CodigoClasse': '33804955', 'DescricaoClasse': 'Desoneração Fiscal', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Tributos / Desoneração Fiscal'}, {'CodigoClasse': '33804986', 'DescricaoClasse': 'Imposto sobre Produtos Industrializados (IPI)', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Tributos / Imposto sobre Produtos Industrializados (IPI)'}, {'CodigoClasse': '34999627', 'DescricaoClasse': 'Contribuição Social', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Tributos / Contribuição Social'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-20 11:07:54'}}"
"{'CodigoMateria': '152756', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00953', 'AnoMateria': '2022', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 953/2022', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8244178'}","{'EmentaMateria': 'Altera a Lei nº 13.146, de 6 de julho de 2015, para estabelecer que a oferta de profissionais de apoio escolar alcançará todos os níveis e modalidades da educação básica, da educação profissional e tecnológica e da educação superior, em instituições de ensino públicas e privadas, considerará as necessidades e potencialidades do estudante e promoverá a autonomia e a independência.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  OFERTA ,  TRABALHADOR ,  APOIO ,  ESTABELECIMENTO DE ENSINO ,  ALCANCE ,  NIVEL ,  EDUCAÇÃO BASICA ,  ENSINO SUPERIOR ,  ENSINO PARTICULAR ,  ENSINO PUBLICO ,  PROMOÇÃO ,  AUTONOMIA ,  INDEPENDENCIA ,  ESTUDANTE ,  PESSOA COM DEFICIENCIA .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2022-04-19', 'DataLeitura': '2022-04-19'}","{'Classificacao': [{'CodigoClasse': '33809288', 'DescricaoClasse': 'Educação Básica', 'DescricaoClasseHierarquica': 'Política Social / Educação / Educação Básica'}, {'CodigoClasse': '33809303', 'DescricaoClasse': 'Educação Profissionalizante', 'DescricaoClasseHierarquica': 'Política Social / Educação / Educação Profissionalizante'}, {'CodigoClasse': '33809318', 'DescricaoClasse': 'Educação Superior', 'DescricaoClasseHierarquica': 'Política Social / Educação / Educação Superior'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-21 08:42:06'}}"
"{'CodigoMateria': '152862', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '01051', 'AnoMateria': '2022', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 1051/2022', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8247351'}","{'EmentaMateria': 'Confere ao Município de Maceió, no Estado de Alagoas, o título de Capital Nacional do Sururu.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  CONCESSÃO ,  MUNICIPIO ,  MACEIO (AL) ,  TITULO ,  CAPITAL NACIONAL ,  MOLUSCO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2022-04-27', 'DataLeitura': '2022-04-27'}","{'Classificacao': {'CodigoClasse': '33805347', 'DescricaoClasse': 'Homenagem', 'DescricaoClasseHierarquica': 'Honorífico / Homenagem'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-21 08:41:48'}}"
"{'CodigoMateria': '153054', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '01210', 'AnoMateria': '2022', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 1210/2022', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8254633'}","{'EmentaMateria': 'Altera a Lei nº 13.146, de 6 de julho de 2015, que institui a Lei Brasileira de Inclusão da Pessoa com Deficiência (Estatuto da Pessoa com Deficiência) para determinar a disponibilização do ordenamento jurídico brasileiro sob formato acessível às pessoas com deficiência.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  INCLUSÃO ,  PESSOA COM DEFICIENCIA ,  OBRIGAÇÃO ,  UNIÃO FEDERAL ,  ESTADOS ,  DISTRITO FEDERAL (DF) ,  MUNICIPIOS ,  DISPONIBILIDADE ,  ACESSIBILIDADE ,  INTEGRALIDADE ,  NORMAS ,  ORDEM JURIDICA ,  LEGISLAÇÃO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2022-05-11', 'DataLeitura': '2022-05-11'}","{'Classificacao': {'CodigoClasse': '33809423', 'DescricaoClasse': 'Pessoas com Deficiência', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social / Pessoas com Deficiência'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-25 12:45:03'}}"
"{'CodigoMateria': '153378', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '01445', 'AnoMateria': '2022', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 1445/2022', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8266349'}","{'EmentaMateria': 'Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), a Lei nº 13.146, de 6 de julho de 2015 (Lei Brasileira de Inclusão da Pessoa com Deficiência), e a Lei nº 10.741, de 1º de outubro de 2003 (Estatuto do Idoso), para aumentar a multa cobrada, do dobro até o quíntuplo, em caso de reincidência de infração de trânsito por estacionar nas vagas reservadas às pessoas com deficiência ou idosos, sem credencial que comprove tal condição, e para instituir pagamento de indenização por dano moral difuso.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  CODIGO DE TRANSITO BRASILEIRO ,  ESTATUTO DA PESSOA IDOSA ,  AUMENTO ,  MULTA ,  REINCIDENCIA ,  INFRAÇÃO ,  ESTACIONAMENTO ,  VEICULOS ,  VAGA ,  PESSOA COM DEFICIENCIA ,  PESSOA IDOSA ,  AUSENCIA ,  REGISTRO ,  PAGAMENTO ,  INDENIZAÇÃO ,  DANOS MORAIS ,  DIREITO DIFUSO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2022-06-01', 'DataLeitura': '2022-06-01'}","{'Classificacao': [{'CodigoClasse': '33686135', 'DescricaoClasse': 'Direito de Trânsito', 'DescricaoClasseHierarquica': 'Jurídico / Direito de Trânsito'}, {'CodigoClasse': '33809378', 'DescricaoClasse': 'Idosos', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social / Idosos'}, {'CodigoClasse': '33809423', 'DescricaoClasse': 'Pessoas com Deficiência', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social / Pessoas com Deficiência'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-25 11:18:36'}}"
"{'CodigoMateria': '153434', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '01481', 'AnoMateria': '2022', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 1481/2022', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8267964'}","{'EmentaMateria': 'Altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para estabelecer que a medida socioeducativa de internação aplicável a adolescente autor de ato infracional contra a vida possa ter prazo máximo de doze anos, e especificar critérios de separação de internos por idade.', 'IndexacaoMateria': 'ALTERAÇÃO ,  ESTATUTO DA CRIANÇA E DO ADOLESCENTE ,  AUMENTO ,  PRAZO MAXIMO ,  MEDIDA SOCIOEDUCATIVA ,  INTERNAMENTO ,  CRIANÇA ,  ADOLESCENTE ,  HIPOTESE ,  ATO INFRACIONAL ,  VIDA ,  RESULTADO ,  MORTE ,  HOMICIDIO ,  AVALIAÇÃO ,  SOCIALIZAÇÃO ,  EXAME PSICOLOGICO ,  ESPECIFICAÇÃO ,  CRITERIOS ,  SEPARAÇÃO ,  IDADE .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2022-06-02', 'DataLeitura': '2022-06-02'}","{'Classificacao': [{'CodigoClasse': '33805617', 'DescricaoClasse': 'Direito Penal e Penitenciário', 'DescricaoClasseHierarquica': 'Jurídico / Direito Penal e Penitenciário'}, {'CodigoClasse': '33809393', 'DescricaoClasse': 'Crianças e Adolescentes', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social / Crianças e Adolescentes'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-25 11:18:50'}}"
"{'CodigoMateria': '153912', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '01868', 'AnoMateria': '2022', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 1868/2022', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8283693'}","{'EmentaMateria': 'Altera a Lei nº 9.433, de 8 de janeiro de 1997, que Institui a Política Nacional de Recursos Hídricos, cria o Sistema Nacional de Gerenciamento de Recursos Hídricos, regulamenta o inciso XIX do art. 21 da Constituição Federal, e altera o art. 1º da Lei nº 8.001, de 13 de março de 1990, que modificou a Lei nº 7.990, de 28 de dezembro de 1989, para atualizar e aprimorar seus fundamentos e diretrizes, incluir como conteúdo mínimo dos Planos de Recursos Hídricos prioridade para outorga de direitos de uso de recursos hídricos, considerada a realidade de acesso à água por populações vulneráveis rurais e urbanas, garantir procedimento simplificado e políticas de subsídios para a outorga de uso de recursos hídricos a agricultores familiares ou empreendedores familiares rurais e demais beneficiários previstos na Lei nº 11.326, de 24 de julho de 2006, e incluir critérios ambientais para a fixação de valores a serem cobrados pelo uso de recursos hídricos.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  POLITICA NACIONAL ,  RECURSOS HIDRICOS ,  FUNDAMENTAÇÃO ,  DIRETRIZ ,  ARTICULAÇÃO ,  COMBATE ,  ERRADICAÇÃO ,  POBREZA ,  CONTEUDO ,  PRIORIDADE ,  OUTORGA ,  DIREITOS ,  ACESSO ,  AGUA ,  CONCESSÃO DE USO ,  POPULAÇÃO ,  VULNERAVEL ,  SIMPLIFICAÇÃO ,  PROCEDIMENTO ,  SUBSIDIO ,  AGRICULTOR ,  AGRICULTURA FAMILIAR ,  EMPREENDEDORISMO ,  CRITERIOS ,  FIXAÇÃO ,  VALOR ,  COBRANÇA ,  CONSERVAÇÃO ,  ECOSSISTEMA ,  BIODIVERSIDADE ,  INFLUENCIA ,  CLIMA .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2022-07-04', 'DataLeitura': '2022-07-04'}","{'Classificacao': [{'CodigoClasse': '33805062', 'DescricaoClasse': 'Agropecuária e Abastecimento', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Agropecuária e Abastecimento'}, {'CodigoClasse': '33809348', 'DescricaoClasse': 'Desenvolvimento Social e Combate à Fome', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social / Desenvolvimento Social e Combate à Fome'}, {'CodigoClasse': '33809634', 'DescricaoClasse': 'Meio Ambiente', 'DescricaoClasseHierarquica': 'Meio Ambiente'}, {'CodigoClasse': '33809679', 'DescricaoClasse': 'Recursos Hídricos', 'DescricaoClasseHierarquica': 'Meio Ambiente / Recursos Hídricos'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-22 12:08:12'}}"
"{'CodigoMateria': '153918', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '01874', 'AnoMateria': '2022', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 1874/2022', 'IndicadorTramitando': 'Não', 'IdentificacaoProcesso': '8283731'}","{'EmentaMateria': 'Institui a Política Nacional de Economia Circular e altera a Lei nº 10.332, de 19 de dezembro de 2001, a Lei nº 12.351, de 22 de\ndezembro de 2010, e a Lei nº 14.133, de 1º de abril de 2021, para adequá-las à nova política.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  DESTINAÇÃO ,  RECURSOS FINANCEIROS ,  PROGRAMA ,  INOVAÇÃO ,  COMPETITIVIDADE ,  INCENTIVO ,  DESENVOLVIMENTO TECNOLOGICO ,  PESQUISA CIENTIFICA E TECNOLOGICA ,  ECONOMIA CIRCULAR . CRIAÇÃO ,  LEI FEDERAL ,  POLITICA NACIONAL ,  ECONOMIA CIRCULAR ,  DEFINIÇÃO ,  CONCEITO ,  OBJETIVO ,  INSTRUMENTO ,  SETOR ,  PODER PUBLICO ,  EMPRESA ,  SOCIEDADE CIVIL ,  SEMINARIO ,  SUSTENTABILIDADE ,  INCENTIVO ,  INOVAÇÃO ,  APERFEIÇOAMENTO ,  UTILIZAÇÃO ,  REPARAÇÃO ,  CONSERTO ,  PRODUTO ,  REDUÇÃO ,  RESIDUO ,  RECICLAGEM . ALTERAÇÃO ,  LEI FEDERAL ,  DESTINAÇÃO ,  RECURSOS FINANCEIROS ,  FUNDO SOCIAL ,  ROYALTIES ,  EXPLORAÇÃO ,  PETROLEO ,  GAS NATURAL ,  HIDROCARBONETO ,  DESENVOLVIMENTO ,  ECONOMIA CIRCULAR . ALTERAÇÃO ,  LEI FEDERAL ,  OBJETIVO ,  PROCESSO ,  LICITAÇÃO ,  INCORPORAÇÃO ,  REQUISITOS ,  SUSTENTABILIDADE ,  PREFERENCIA ,  BENS ,  RECICLAGEM ,  EFICIENCIA ,  UTILIZAÇÃO ,  ENERGIA ,  RECURSOS HIDRICOS ,  MATERIAL .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2022-07-04', 'DataLeitura': '2022-07-04'}","{'Classificacao': [{'CodigoClasse': '33686030', 'DescricaoClasse': 'Licitação e Contratos', 'DescricaoClasseHierarquica': 'Administração Pública / Licitação e Contratos'}, {'CodigoClasse': '33804820', 'DescricaoClasse': 'Fundos Públicos', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Finanças Públicas / Fundos Públicos'}, {'CodigoClasse': '33809754', 'DescricaoClasse': 'Resíduos Sólidos', 'DescricaoClasseHierarquica': 'Meio Ambiente / Resíduos Sólidos'}, {'CodigoClasse': '33809769', 'DescricaoClasse': 'Desenvolvimento Sustentável', 'DescricaoClasseHierarquica': 'Meio Ambiente / Desenvolvimento Sustentável'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-21 18:59:06'}}"
"{'CodigoMateria': '154326', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '02190', 'AnoMateria': '2022', 'DescricaoObjetivoProcesso': 'Revisora', 'DescricaoIdentificacaoMateria': 'PL 2190/2022', 'IndicadorTramitando': 'Não', 'IdentificacaoProcesso': '8287184'}","{'EmentaMateria': 'Prevê a realização da Semana Nacional da Reciclagem e do Meio Ambiente nas escolas de ensino fundamental e médio.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  DATA NACIONAL ,  SEMANA ,  COMEMORAÇÃO ,  RECICLAGEM ,  MEIO AMBIENTE ,  AMBITO ,  ESTABELECIMENTO DE ENSINO ,  EDUCAÇÃO BASICA ,  ENSINO FUNDAMENTAL ,  ENSINO MEDIO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2022-08-10', 'DataLeitura': '2022-08-10'}","{'Classificacao': [{'CodigoClasse': '33809288', 'DescricaoClasse': 'Educação Básica', 'DescricaoClasseHierarquica': 'Política Social / Educação / Educação Básica'}, {'CodigoClasse': '33809634', 'DescricaoClasse': 'Meio Ambiente', 'DescricaoClasseHierarquica': 'Meio Ambiente'}, {'CodigoClasse': '33809769', 'DescricaoClasse': 'Desenvolvimento Sustentável', 'DescricaoClasseHierarquica': 'Meio Ambiente / Desenvolvimento Sustentável'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'DOCUMENTO', 'DataUltimaAtualizacao': '2024-03-21 18:12:54'}}"
"{'CodigoMateria': '154332', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '02192', 'AnoMateria': '2022', 'DescricaoObjetivoProcesso': 'Revisora', 'DescricaoIdentificacaoMateria': 'PL 2192/2022', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8070443'}","{'EmentaMateria': 'Altera o § 9º do art. 26 da Lei nº 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação Nacional), para determinar a inclusão de conteúdos relativos à prevenção de todas as formas de violência contra a mulher, como temas transversais, nos currículos escolares da educação infantil, do ensino fundamental e do ensino médio.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  LEI DE DIRETRIZES E BASES DA EDUCAÇÃO NACIONAL ,  INCLUSÃO ,  CONTEUDO ,  PREVENÇÃO ,  VIOLENCIA ,  VITIMA ,  MULHER ,  CURRICULO ,  EDUCAÇÃO INFANTIL ,  ENSINO FUNDAMENTAL ,  ENSINO MEDIO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2022-08-10', 'DataLeitura': '2022-08-10'}","{'Classificacao': [{'CodigoClasse': '33809288', 'DescricaoClasse': 'Educação Básica', 'DescricaoClasseHierarquica': 'Política Social / Educação / Educação Básica'}, {'CodigoClasse': '33809408', 'DescricaoClasse': 'Mulheres', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social / Mulheres'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-22 10:57:12'}}"
"{'CodigoMateria': '154402', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00501', 'AnoMateria': '2019', 'DescricaoObjetivoProcesso': 'Revisora', 'DescricaoIdentificacaoMateria': 'PL 501/2019', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8220529'}","{'EmentaMateria': 'Dispõe sobre a elaboração e a implementação de plano de metas para o enfrentamento integrado da violência doméstica e familiar contra a mulher, da Rede Estadual de Enfrentamento da Violência contra a Mulher e da Rede de Atendimento à Mulher em Situação de Violência; e altera a Lei nº 13.675, de 11 de junho de 2018.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  ELABORAÇÃO ,  IMPLEMENTAÇÃO ,  PLANO ,  COMBATE ,  VIOLENCIA DOMESTICA ,  FAMILIA ,  VITIMA ,  MULHER ,  ATENDIMENTO ,  AMBITO ,  ESTADOS ,  DISTRITO FEDERAL (DF) ,  MUNICIPIOS ,  ORGÃO PUBLICO ,  SEGURANÇA ,  SAUDE ,  JUSTIÇA ,  ASSISTENCIA SOCIAL ,  EDUCAÇÃO ,  DIREITOS HUMANOS ,  ORGANIZAÇÃO CIVIL . ALTERAÇÃO ,  LEI FEDERAL ,  INCLUSÃO ,  COMBATE ,  VIOLENCIA DOMESTICA ,  FAMILIA ,  VITIMA ,  MULHER ,  SISTEMA NACIONAL ,  INFORMAÇÕES ,  SEGURANÇA PUBLICA .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2022-08-10', 'DataLeitura': '2022-08-10'}","{'Classificacao': [{'CodigoClasse': '33809408', 'DescricaoClasse': 'Mulheres', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social / Mulheres'}, {'CodigoClasse': '33809619', 'DescricaoClasse': 'Segurança Pública', 'DescricaoClasseHierarquica': 'Soberania, Defesa Nacional e Ordem Pública / Defesa do Estado e das Instituições Democráticas / Segurança Pública'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-25 13:00:48'}}"
